unique_id,position_title,department,base_salary,gender,employment_status,hire_date,job_date
5050,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1985-01-07,2002-01-05
5060,CUSTOMER SERVICE CLERK,Library,,Female,Active,2015-05-11,2015-05-11
5070,PLAN ANALYST,Public Works & Engineering-PWE,34029,Female,Active,2008-09-08,2016-02-13
5080,BREASTFEEDING PEER COUNSELOR,Health & Human Services,28600,Female,Active,2015-11-09,2015-11-09
5090,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1995-01-30,2015-02-14
5100,ASSOCIATE JUDGE OF MUNICIPAL COURTS,Municipal Courts Department,,Male,Active,2015-06-10,2015-06-10
5110,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2000-02-21,2013-07-06
5120,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1982-09-20,2002-09-14
5130,ADMINISTRATIVE COORDINATOR (EXECUTIVE LE,Dept of Neighborhoods (DON),65832,Female,Active,2014-02-17,2015-06-06
5140,POLICE SERGEANT,Houston Police Department-HPD,81239,Female,Active,1991-04-11,2013-10-31
5150,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1999-02-22,2011-09-03
5160,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-09-04,2013-12-04
5170,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1992-04-27,2006-10-20
5180,UTILITY WORKER,Public Works & Engineering-PWE,30992,Male,Active,2007-12-31,2007-12-31
5190,MAINTENANCE MECHANIC III,Parks & Recreation,35027,Male,Active,2013-05-28,2015-02-28
5200,9-1-1 TELECOMMUNICATOR,Houston Emergency Center (HEC),31200,Female,Active,2016-04-25,2016-04-25
5210,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2003-06-09,2004-06-09
5220,CUSTOMER SERVICE REPRESENTATIVE III,Solid Waste Management,41080,Male,Active,2009-08-10,2010-09-04
5230,DEPUTY ASSISTANT DIRECTOR (EX LVL),Houston Airport System (HAS),110686,Female,Active,2011-11-07,2011-11-07
5240,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1981-11-02,2002-01-05
5250,FIELD SUPERVISOR,Public Works & Engineering-PWE,45157,Female,Active,1996-01-20,2015-04-11
5260,POLICE OFFICER,Houston Police Department-HPD,52514,Female,Active,2006-05-26,2011-03-29
5270,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2014-06-09,2015-06-09
5280,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2015-10-26,2015-10-26
5290,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1999-02-22,2011-09-03
5300,SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130,Male,Active,2008-07-14,2012-01-21
5310,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2011-12-05,2012-12-05
5320,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2000-11-27,2011-05-08
5330,AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),43826,Male,Active,2005-08-15,2008-04-19
5340,POLICE OFFICER,Houston Police Department-HPD,43443,Female,Active,2014-06-09,2015-06-09
5350,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1986-03-03,1987-03-07
5360,SENIOR PLAN ANALYST,Public Works & Engineering-PWE,54600,Male,Active,2009-11-30,2009-11-30
5370,CUSTODIAN,Solid Waste Management,26499,Female,Active,2014-09-15,2014-09-15
5380,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1979-11-05,1980-11-15
5390,MECHANIC HELPER,Fleet Management Department,27560,Male,Active,2015-06-15,2015-06-15
5400,WATER SERVICE INSPECTOR I,Public Works & Engineering-PWE,34861,Male,Active,2002-09-12,2002-09-12
5410,SENIOR COMMUNITY LIAISON,Dept of Neighborhoods (DON),54829,Female,Active,1988-01-21,2011-09-03
5420,SENIOR SIDELOADER OPERATOR,Solid Waste Management,36670,Male,Active,2007-10-01,2010-12-25
5430,MICROBIOLOGIST III,Public Works & Engineering-PWE,56992,Female,Active,2007-10-22,2011-01-08
5440,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2013-10-12,2015-01-12
5450,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2010-05-24,2011-05-24
5460,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2011-05-23,2012-05-23
5470,SEMI-SKILLED LABORER,Parks & Recreation,26125,Male,Active,2014-11-24,2014-11-24
5480,SENIOR CUSTOMER SERVICE CLERK,Library,31034,Female,Active,2005-12-12,2015-12-19
5490,SANITARIAN I,Health & Human Services,38709,Female,Active,2015-03-30,2015-03-30
5500,CARPENTER,General Services Department,40082,Male,Active,1989-06-15,1996-01-27
5510,UTILITY WORKER,Public Works & Engineering-PWE,34320,Male,Active,2007-12-03,2013-06-08
5520,9-1-1 TELECOMMUNICATOR,Houston Emergency Center (HEC),33696,Male,Active,2008-06-16,2016-02-27
5530,JAIL ATTENDANT,Houston Police Department-HPD,35838,Male,Active,2008-11-17,2008-11-17
5540,MANAGEMENT ANALYST IV,Health & Human Services,60496,Male,Active,2006-11-27,2006-11-27
5550,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-05-07,2008-05-07
5560,SUPERVISING ENGINEER,Public Works & Engineering-PWE,90716,Male,Active,2009-03-09,2011-02-05
5570,PROJECT MANAGER,Public Works & Engineering-PWE,55695,Male,Active,2012-07-23,2012-07-23
5580,EMERGENCY MEDICAL TECHNICIAN INSPECTOR/I,Health & Human Services,38771,Male,Active,2012-11-26,2012-11-26
5590,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-11-10,2004-11-20
5600,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2005-07-11,2008-02-09
5610,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2001-07-09,2002-01-09
5620,ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Fleet Management Department,125884,Male,Active,2009-08-24,2016-02-13
5630,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1986-05-07,2002-01-05
5640,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Female,Active,2002-06-03,2014-07-05
5650,POLICE SERGEANT,Houston Police Department-HPD,81239,Female,Active,1995-04-10,2004-10-21
5660,SENIOR REFUSE TRUCK DRIVER,Solid Waste Management,32968,Female,Active,2010-01-25,2015-04-11
5670,ADMINISTRATIVE ASSOCIATE,Public Works & Engineering-PWE,40851,Female,Active,1991-12-02,2007-10-06
5680,SYSTEMS SUPPORT ANALYST IV,Houston Information Tech Svcs,75832,Male,Active,2014-09-02,2014-09-02
5690,CAPTAIN,Houston Fire Department (HFD),,Male,Inactive,1981-09-08,2013-11-30
5700,POLICE TRAINEE,Houston Police Department-HPD,42000,Male,Active,2016-02-08,2016-02-08
5710,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1998-03-16,1999-09-18
5720,CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347,Female,Active,1998-12-19,2013-05-25
5730,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2007-05-21,2015-09-28
5740,SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,45926,Male,Active,2002-10-28,2010-09-18
5750,SENIOR INSPECTOR,Public Works & Engineering-PWE,56576,Male,Active,2012-10-15,2015-12-19
5760,SENIOR ASSISTANT CITY ATTORNEY I,Legal Department,84107,Male,Active,2007-05-21,2015-12-19
5770,TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,58157,Male,Active,1992-04-01,2012-02-04
5780,POLICE OFFICER,Houston Police Department-HPD,55461,Female,Active,2007-05-07,2011-08-20
5790,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-10-01,2008-10-01
5800,INSPECTOR,Public Works & Engineering-PWE,51563,Female,Active,2015-10-12,2016-04-23
5810,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2010-06-14,2013-11-25
5820,CUSTOMER SERVICE SECTION CHIEF,Public Works & Engineering-PWE,52957,Female,Active,2002-04-01,2008-09-06
5830,EQUIPMENT OPERATOR II,Houston Airport System (HAS),37003,Male,Active,2003-09-15,2011-09-03
5840,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2002-06-03,2015-01-03
5850,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1978-06-05,2002-01-05
5860,ENVIRONMENTAL INVESTIGATOR II,Public Works & Engineering-PWE,40622,Male,Active,2015-12-07,2015-12-07
5870,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1982-11-15,2002-01-05
5880,FIELD SUPERVISOR,Parks & Recreation,36920,Male,Active,2004-03-01,2011-01-08
5890,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1996-11-18,1997-11-29
5900,CUSTOMER SERVICE REPRESENTATIVE I,Admn. & Regulatory Affairs,35318,Male,Active,2007-12-15,2011-07-09
5910,POLICE TELECOMMUNICATOR,Houston Emergency Center (HEC),34278,Female,Active,2008-06-02,2008-06-02
5920,SENIOR STAFF ANALYST,Public Works & Engineering-PWE,105503,Female,Active,1991-08-05,2015-05-23
5930,PARK MAINTENANCE AIDE,Parks & Recreation,,Male,Active,2003-11-25,2011-08-06
5940,CITY ATTORNEY,Legal Department,275000,Male,Active,2016-05-02,2016-05-02
5950,SENIOR SIDELOADER OPERATOR,Solid Waste Management,38168,Male,Active,2008-05-19,2015-11-21
5960,STAFF PSYCHOLOGIST,Houston Police Department-HPD,99953,Female,Active,2012-05-01,2012-05-01
5970,PROJECT MANAGER,Public Works & Engineering-PWE,63338,Male,Active,2005-08-08,2011-07-23
5980,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1985-09-16,2002-01-05
5990,SUPERVISING ENGINEER,Public Works & Engineering-PWE,90715,Female,Active,2012-12-31,2014-12-06
6000,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1971-08-23,2011-07-02
6010,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2005-07-11,2006-07-11
6020,CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488,Female,Active,2008-01-28,2014-08-30
6030,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2014-05-12,2014-05-12
6040,SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),35318,Male,Active,2007-03-24,2007-03-24
6050,POLICE SERGEANT,Houston Police Department-HPD,74511,Male,Active,2008-06-30,2014-10-23
6060,DEPUTY DIRECTOR (EXECUTIVE LEVEL),Houston Airport System (HAS),150416,Female,Active,2013-06-10,2013-06-10
6070,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1984-04-02,2004-09-11
6080,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2001-12-03,2015-05-09
6090,SENIOR SIDELOADER OPERATOR,Solid Waste Management,35630,Female,Active,2015-12-07,2016-05-21
6100,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-09-27,2015-12-27
6110,CUSTOMER SERVICE CLERK,Library,27955,Male,Active,2014-12-08,2015-12-19
6120,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2012-06-25,2013-06-25
6130,ADMINISTRATIVE ASSISTANT,Health & Human Services,45614,Female,Active,1991-09-24,2014-06-21
6140,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2009-01-12,2010-07-12
6150,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Male,Active,1990-12-10,2004-10-23
6160,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2002-01-28,2014-02-01
6170,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1994-12-30,1995-12-30
6180,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-03-19,2008-03-19
6190,DATA ENTRY OPERATOR,Houston Police Department-HPD,29827,Female,Active,1996-07-22,2013-02-16
6200,LABORER,Houston Airport System (HAS),26125,Female,Active,2008-04-08,2008-04-08
6210,SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,29765,Male,Active,2003-09-02,2003-09-02
6220,SEMI-SKILLED LABORER,Parks & Recreation,29910,Male,Active,1996-09-28,1998-10-10
6230,SEMI-SKILLED LABORER,Parks & Recreation,26125,Male,Active,2014-02-10,2014-02-10
6240,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000,Male,Active,2015-07-06,2016-01-21
6250,HUMAN RESOURCES ASSISTANT,Public Works & Engineering-PWE,32406,Female,Active,2014-12-08,2014-12-08
6260,CUSTOMER SERVICE CLERK,Health & Human Services,31387,Female,Active,1992-08-24,2014-09-29
6270,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1986-03-03,2001-06-09
6280,SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27373,Female,Active,2013-11-12,2015-02-14
6290,AQUATIC CENTER SUPERVISOR,Parks & Recreation,,Male,Active,2016-05-21,2016-05-21
6300,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1997-05-27,2012-04-11
6310,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1984-01-23,1985-02-02
6320,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2010-05-24,2011-05-24
6330,PLANT OPERATOR TRAINEE,Public Works & Engineering-PWE,31158,Male,Active,2015-11-09,2015-11-09
6340,SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,84500,Male,Active,2016-04-18,2016-04-18
6350,MOBILITY SERVICE OFFICER,Houston Police Department-HPD,41621,Male,Active,2008-01-14,2008-01-14
6360,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-03-16,2015-10-29
6370,CUSTOMER SERVICE CLERK,Health & Human Services,31803,Male,Active,2002-08-14,2006-10-28
6380,FIRE FIGHTER,Houston Fire Department (HFD),57815,Male,Active,2001-10-30,2015-04-04
6390,SENIOR PUBLIC HEALTH INVESTIGATOR,Health & Human Services,46010,Male,Active,2002-12-23,2013-09-01
6400,RECREATION SPECIALIST,Parks & Recreation,28808,Male,Active,2016-02-29,2016-02-29
6410,SURVEILLANCE INVESTIGATOR-EPIDEMIOLOGY,Health & Human Services,47362,Male,Active,2015-12-07,2015-12-07
6420,DIVISION MANAGER,Public Works & Engineering-PWE,95950,Female,Active,2003-09-29,2011-11-26
6430,SENIOR CAPTAIN,Houston Fire Department (HFD),78355,Male,Active,1998-01-12,2013-11-23
6440,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2013-06-10,2014-06-10
6450,SENIOR DISPATCHER,Public Works & Engineering-PWE,29931,Female,Active,2011-08-22,2012-06-09
6460,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1985-03-04,2012-04-14
6470,ADMINISTRATIVE ASSOCIATE,Public Works & Engineering-PWE,34757,Female,Active,2003-12-08,2006-08-19
6480,MAINTENANCE SUPERVISOR,Convention and Entertainment,38397,Female,Active,2001-04-30,2001-04-30
6490,ADMINISTRATIVE ASSISTANT,Parks & Recreation,42640,Female,Active,2006-08-28,2015-02-28
6500,SUPERINTENDENT,Parks & Recreation,57533,Female,Active,1994-10-31,2013-11-09
6510,SENIOR PROCUREMENT SPECIALIST,Finance,76160,Female,Active,2007-01-29,2007-01-29
6520,DISTRICT CHIEF,Houston Fire Department (HFD),,Male,Inactive,1975-10-13,1997-01-25
6530,CUSTOMER SERVICE REPRESENTATIVE II,Admn. & Regulatory Affairs,32448,Female,Active,2016-05-03,2016-05-03
6540,SENIOR HUMAN RESOURCES GENERALIST,Human Resources Dept.,50882,Female,Active,2014-02-24,2015-05-23
6550,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-03-08,2011-03-30
6560,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1984-05-29,2015-01-17
6570,CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347,Female,Active,2015-10-05,2015-10-05
6580,SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,32261,Female,Active,1992-03-21,1994-10-08
6590,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2012-06-25,2013-06-25
6600,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1997-08-25,2015-09-26
6610,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1990-04-02,2004-01-31
6620,HUMAN SERVICE PROGRAM MANAGER,Health & Human Services,63785,Female,Active,2009-03-09,2012-04-14
6630,GARDENER,Parks & Recreation,28205,Male,Active,2015-12-07,2015-12-07
6640,9-1-1 TELECOMMUNICATOR (CTO),Houston Emergency Center (HEC),54413,Female,Active,1981-09-08,2013-12-21
6650,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2013-07-06,2014-10-06
6660,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1995-01-30,2007-07-28
6670,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2015-03-16,2015-10-29
6680,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2003-06-09,2004-06-09
6690,SUPERVISING ENGINEER,Public Works & Engineering-PWE,98752,Female,Active,2006-08-07,2013-09-14
6700,EQUIPMENT WORKER,Public Works & Engineering-PWE,32968,Female,Active,2015-01-20,2015-01-20
6710,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2014-01-04,2015-04-04
6720,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2012-04-16,2013-04-16
6730,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-03-24,2008-02-23
6740,EQUIPMENT WORKER,Public Works & Engineering-PWE,34653,Male,Active,2015-05-26,2015-05-26
6750,FIRE FIGHTER,Houston Fire Department (HFD),45791,Male,Active,2013-07-06,2014-10-06
6760,EQUIPMENT WORKER,Public Works & Engineering-PWE,32968,Male,Active,2016-01-19,2016-01-19
6770,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2013-02-04,2014-02-04
6780,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-08-30,2006-02-25
6790,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2005-07-11,2006-07-11
6800,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1995-04-10,2007-12-01
6810,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36920,Male,Active,2012-09-04,2012-09-04
6820,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1992-06-22,2005-01-01
6830,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1980-08-25,2008-02-09
6840,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2010-05-24,2011-05-24
6850,INSPECTOR TRAINEE,Dept of Neighborhoods (DON),31928,Male,Active,2007-04-30,2014-09-13
6860,SENIOR GIS TECHNICIAN,Public Works & Engineering-PWE,44866,Female,Active,2009-08-10,2015-04-25
6870,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1995-03-29,2009-02-21
6880,TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,53581,Male,Active,1993-11-09,2009-06-27
6890,ANIMAL ENFORCEMENT OFFICER TRAINEE,Admn. & Regulatory Affairs,33280,Female,Active,2015-07-20,2015-07-20
6900,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2015-02-02,2016-02-02
6910,ACCOUNTANT ASSOCIATE,Houston Airport System (HAS),39229,Female,Active,1997-04-26,2010-11-27
6920,SENIOR OFFICE ASSISTANT,Houston Police Department-HPD,29890,Female,Active,2012-01-23,2012-01-23
6930,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1991-10-08,2009-07-11
6940,STAFF ANALYST,Admn. & Regulatory Affairs,66825,Female,Active,2006-01-03,2012-10-13
6950,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2006-09-11,2015-03-31
6960,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2001-10-30,2011-07-14
6970,REGULATORY INVESTIGATOR,Houston Airport System (HAS),33238,Male,Active,1997-12-01,2005-05-28
6980,ASSISTANT REAL ESTATE MANAGER,General Services Department,89194,Male,Active,2014-03-03,2014-03-03
6990,SEMI-SKILLED LABORER,Public Works & Engineering-PWE,34611,Male,Active,1993-01-04,2004-08-21
7000,CUSTOMER SERVICE REPRESENTATIVE III,Houston Fire Department (HFD),41267,Female,Active,2001-09-12,2008-10-04
7010,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-05-07,2008-05-07
7020,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1982-06-28,2006-05-06
7030,DWI TECHNICIAN,Houston Police Department-HPD,43035,Male,Active,2015-08-18,2015-08-18
7040,SENIOR OFFICE ASSISTANT,Houston Police Department-HPD,35152,Female,Active,1989-02-22,1996-09-21
7050,POLICE TRAINEE,Houston Police Department-HPD,42000,Male,Active,2016-02-08,2016-02-08
7060,INSPECTOR,Houston Fire Department (HFD),70181,Male,Active,1994-08-29,2015-03-11
7070,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1997-01-20,1997-01-20
7080,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2003-01-07,2015-07-28
7090,EXECUTIVE ASSISTANT FIRE CHIEF,Houston Fire Department (HFD),130585,Male,Active,1990-04-02,2014-02-01
7100,SENIOR HUMAN RESOURCES GENERALIST,Human Resources Dept.,50638,Female,Active,2006-12-04,2011-10-15
7110,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1989-10-05,2011-08-06
7120,INSPECTOR,Houston Fire Department (HFD),66523,Female,Active,2001-03-20,2013-09-30
7130,"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169,Male,Active,2015-05-26,2015-12-08
7140,EXECUTIVE STAFF ANALYST (EXE LEVEL),Mayor's Office,120750,Male,Active,2012-01-03,2012-05-12
7150,FIELD SUPERVISOR,Public Works & Engineering-PWE,42182,Male,Active,2006-08-21,2013-10-26
7160,UTILITY WORKER,Public Works & Engineering-PWE,29557,Male,Active,2015-11-23,2015-11-23
7170,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2007-10-08,2009-04-18
7180,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1998-08-31,2011-04-02
7190,SENIOR BUYER,Public Works & Engineering-PWE,48360,Female,Active,1985-08-05,2009-05-30
7200,DEPUTY DIRECTOR (EXECUTIVE LEVEL),Houston Police Department-HPD,163228,Male,Active,1977-07-20,1998-08-08
7210,MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125,Male,Active,2016-04-11,2016-04-11
7220,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-04-21,2009-10-21
7230,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1985-09-03,2015-09-26
7240,OFFICE SERVICE MANAGER,Houston Police Department-HPD,58409,Female,Active,2008-01-28,2015-07-04
7250,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2003-09-15,2013-12-28
7260,MECHANIC III,Fleet Management Department,47341,Male,Active,2006-03-13,2006-03-13
7270,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1979-02-12,2002-01-05
7280,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1983-05-16,2003-10-11
7290,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2006-09-11,2012-05-03
7300,CUSTODIAN,General Services Department,26125,Male,Active,2013-05-28,2013-05-28
7310,ACCOUNTANT ASSOCIATE,Public Works & Engineering-PWE,37440,Female,Active,2014-01-21,2014-08-30
7320,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1985-01-07,1990-05-12
7330,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1992-08-31,2007-04-07
7340,POLICE OFFICER,Houston Police Department-HPD,52514,Male,Active,2009-06-22,2010-06-22
7350,IT PROJECT MANAGER,Houston Airport System (HAS),96284,Male,Active,2012-11-26,2012-11-26
7360,SENIOR STAFF ANALYST,Public Works & Engineering-PWE,90293,Male,Active,2000-07-01,2008-07-26
7370,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2011-04-18,2012-07-18
7380,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2004-03-22,2015-07-27
7390,PUBLIC HEALTH INVESTIGATOR SUPERVISOR,Health & Human Services,57433,Female,Active,1994-01-03,2008-05-31
7400,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-06-16,2009-12-16
7410,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2008-08-18,2009-08-18
7420,UTILITY WORKER,Public Works & Engineering-PWE,31408,Male,Active,1994-01-04,2004-08-21
7430,SENIOR ASSISTANT CITY ATTORNEY II,Legal Department,150416,Female,Active,2012-06-11,2013-07-06
7440,RECREATION FACILITY MANAGER,Parks & Recreation,46580,Male,Active,1993-11-13,2012-04-14
7450,WATER SERVICE INSPECTOR II,Public Works & Engineering-PWE,40581,Female,Active,1990-04-16,2007-08-25
7460,ADMINISTRATIVE ASSISTANT,Housing and Community Devp.,41829,Male,Active,1995-07-10,2007-08-25
7470,ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,45552,Female,Active,2007-12-03,2013-08-31
7480,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2015-01-07,2013-10-15
7490,POLICE OFFICER,Houston Police Department-HPD,50621,Female,Active,2011-03-21,2012-03-21
7500,RECREATION ASSISTANT,Parks & Recreation,,Male,Active,2016-05-16,2016-05-16
7510,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1982-12-01,2016-01-16
7520,FIRE FIGHTER,Houston Fire Department (HFD),43528,Male,Active,2014-06-21,2015-09-21
7530,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-12-01,2004-12-04
7540,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1985-09-03,2007-10-11
7550,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,1997-08-25,1998-08-25
7560,CUSTOMER SERVICE REPRESENTATIVE III,Health & Human Services,37835,Female,Active,2015-02-02,2015-02-02
7570,UTILITY WORKER,Public Works & Engineering-PWE,30139,Male,Active,2014-09-22,2015-04-11
7580,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1993-11-08,2006-06-03
7590,GENERAL SUPERINTENDENT,Public Works & Engineering-PWE,50960,Male,Active,1981-06-08,2004-05-01
7600,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,34008,Female,Active,2014-10-11,2014-10-11
7610,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-05-27,2004-06-05
7620,COUNSELOR,Dept of Neighborhoods (DON),43306,Male,Active,2009-08-10,2013-08-31
7630,POLICE SERVICE OFFICER,Houston Police Department-HPD,27914,Female,Active,2013-04-15,2013-04-15
7640,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,32198,Female,Active,1992-07-14,2006-11-18
7650,CUSTODIAN,General Services Department,26125,Male,Active,2013-07-22,2013-07-22
7660,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1994-11-07,2002-02-28
7670,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Male,Active,2016-01-04,2016-04-07
7680,DEPUTY DIRECTOR-FINANCE & ADMINISTRATION,Houston Police Department-HPD,199596,Male,Active,2007-02-01,2007-02-01
